"No.","Time","Source","Destination","Protocol","Length","Info"
"109046","2016-09-27 04:31:53.076678","192.168.1.240","93.184.216.34","TCP","66","49783  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=56774629 TSecr=2680556721"
"109047","2016-09-27 04:31:53.077306","192.168.1.240","93.184.216.34","TCP","66","49783  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=56774629 TSecr=2680556721"
"109048","2016-09-27 04:31:53.079163","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x22ce A www.example.org"
"109049","2016-09-27 04:31:53.079320","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xb696 AAAA www.example.org"
"109052","2016-09-27 04:31:53.093216","192.168.1.240","93.184.216.34","TCP","74","49784  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=56774633 TSecr=0 WS=16"
"109054","2016-09-27 04:31:53.229052","192.168.1.240","93.184.216.34","TCP","66","49783  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=56774668 TSecr=2680556758"
"109056","2016-09-27 04:31:53.240763","192.168.1.240","93.184.216.34","TCP","66","49784  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=56774671 TSecr=2533450510"
"109057","2016-09-27 04:31:53.241633","192.168.1.240","93.184.216.34","TCP","66","49784  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=56774671 TSecr=2533450510"
"109059","2016-09-27 04:31:53.393071","192.168.1.240","93.184.216.34","TCP","66","49784  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=56774710 TSecr=2533450547"
"109072","2016-09-27 04:31:56.815884","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8283 Ack=8126 Win=27744 Len=0"
"109073","2016-09-27 04:31:56.815987","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"109104","2016-09-27 04:32:03.102177","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"109140","2016-09-27 04:32:11.603952","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"109202","2016-09-27 04:32:26.844499","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"109208","2016-09-27 04:32:27.096567","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8365 Ack=8167 Win=27744 Len=0"
"109215","2016-09-27 04:32:30.127568","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"109226","2016-09-27 04:32:31.467565","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"109232","2016-09-27 04:32:32.060778","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"109261","2016-09-27 04:32:38.631130","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"109328","2016-09-27 04:32:56.811480","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8365 Ack=8208 Win=27744 Len=0"
"109329","2016-09-27 04:32:56.811600","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"109334","2016-09-27 04:32:57.154022","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"109348","2016-09-27 04:33:01.741631","192.168.1.240","206.108.0.132","NTP","90","NTP Version 4, client"
"109350","2016-09-27 04:33:01.822888","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"109373","2016-09-27 04:33:05.656818","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"109439","2016-09-27 04:33:21.983355","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"109447","2016-09-27 04:33:23.218288","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"109451","2016-09-27 04:33:24.181166","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"109467","2016-09-27 04:33:26.838486","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"109470","2016-09-27 04:33:27.095585","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8447 Ack=8249 Win=27744 Len=0"
"109493","2016-09-27 04:33:31.388709","192.168.1.240","207.171.178.6","NTP","90","NTP Version 4, client"
"109499","2016-09-27 04:33:32.056749","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"109504","2016-09-27 04:33:32.684241","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"109593","2016-09-27 04:33:51.213880","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"109618","2016-09-27 04:33:57.094719","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"109621","2016-09-27 04:33:57.273069","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8488 Ack=8290 Win=27744 Len=0"
"109622","2016-09-27 04:33:57.273588","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"109626","2016-09-27 04:33:57.522845","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8529 Ack=8331 Win=27744 Len=0"
"109639","2016-09-27 04:33:59.714929","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"109648","2016-09-27 04:34:01.831577","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"109685","2016-09-27 04:34:12.585302","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"109709","2016-09-27 04:34:18.238065","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"109760","2016-09-27 04:34:26.740308","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"109764","2016-09-27 04:34:27.514860","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"109779","2016-09-27 04:34:27.738273","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8570 Ack=8372 Win=27744 Len=0"
"109812","2016-09-27 04:34:32.742324","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"109874","2016-09-27 04:34:45.265358","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"109921","2016-09-27 04:34:53.768538","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"109935","2016-09-27 04:34:56.812177","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8570 Ack=8413 Win=27744 Len=0"
"109936","2016-09-27 04:34:56.812711","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"109958","2016-09-27 04:35:01.811876","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"109979","2016-09-27 04:35:06.877836","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"109999","2016-09-27 04:35:12.290643","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"110038","2016-09-27 04:35:20.795000","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"110067","2016-09-27 04:35:26.844213","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"110071","2016-09-27 04:35:27.092840","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8652 Ack=8454 Win=27744 Len=0"
"110094","2016-09-27 04:35:32.069572","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"110144","2016-09-27 04:35:39.316703","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"110166","2016-09-27 04:35:47.822292","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"110184","2016-09-27 04:35:50.818440","192.168.1.240","54.239.26.180","TLSv1","91","Encrypted Alert"
"110185","2016-09-27 04:35:50.852177","192.168.1.240","54.239.26.180","TCP","54","39612  >  443 [RST, ACK] Seq=2997 Ack=3238 Win=13152 Len=0"
"110186","2016-09-27 04:35:50.853103","192.168.1.240","192.168.1.1","DNS","88","Standard query 0x6639 A device-metrics-us.amazon.com"
"110200","2016-09-27 04:35:54.006688","192.168.1.240","8.8.8.8","DNS","88","Standard query 0x6639 A device-metrics-us.amazon.com"
"110202","2016-09-27 04:35:54.019351","192.168.1.240","72.21.207.120","TCP","74","45751  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=56836309 TSecr=0 WS=16"
"110204","2016-09-27 04:35:54.241547","192.168.1.240","72.21.207.120","TCP","54","45751  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"110205","2016-09-27 04:35:54.383810","192.168.1.240","72.21.207.120","TLSv1","571","Client Hello"
"110211","2016-09-27 04:35:54.605275","192.168.1.240","72.21.207.120","TCP","54","45751  >  443 [ACK] Seq=518 Ack=1461 Win=7312 Len=0"
"110212","2016-09-27 04:35:54.608584","192.168.1.240","72.21.207.120","TCP","54","45751  >  443 [ACK] Seq=518 Ack=2921 Win=10224 Len=0"
"110213","2016-09-27 04:35:54.608673","192.168.1.240","72.21.207.120","TCP","54","45751  >  443 [ACK] Seq=518 Ack=2976 Win=10224 Len=0"
"110214","2016-09-27 04:35:54.625607","192.168.1.240","72.21.207.120","TLSv1","380","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"110220","2016-09-27 04:35:54.864245","192.168.1.240","72.21.207.120","TCP","54","45751  >  443 [ACK] Seq=844 Ack=3035 Win=10224 Len=0"
"110221","2016-09-27 04:35:54.865435","192.168.1.240","72.21.207.120","TLSv1","1514","Application Data"
"110222","2016-09-27 04:35:54.865531","192.168.1.240","72.21.207.120","TLSv1","396","Application Data"
"110224","2016-09-27 04:35:55.093156","192.168.1.240","72.21.207.120","TLSv1","368","Application Data, Application Data"
"110228","2016-09-27 04:35:55.377883","192.168.1.240","72.21.207.120","TCP","54","45751  >  443 [ACK] Seq=2960 Ack=3200 Win=13152 Len=0"
"110237","2016-09-27 04:35:56.417385","192.168.1.240","72.21.207.120","TCP","54","45751  >  443 [ACK] Seq=2960 Ack=3237 Win=13152 Len=0"
"110238","2016-09-27 04:35:56.456087","192.168.1.240","72.21.207.120","TCP","54","45751  >  443 [ACK] Seq=2960 Ack=3238 Win=13152 Len=0"
"110249","2016-09-27 04:35:56.815949","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8652 Ack=8495 Win=27744 Len=0"
"110250","2016-09-27 04:35:56.816062","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"110260","2016-09-27 04:36:00.096767","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"110261","2016-09-27 04:36:00.175054","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"110288","2016-09-27 04:36:02.417827","192.168.1.240","138.236.128.36","NTP","90","NTP Version 4, client"
"110307","2016-09-27 04:36:06.343097","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"110332","2016-09-27 04:36:14.849098","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"110376","2016-09-27 04:36:26.843128","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"110380","2016-09-27 04:36:27.096620","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8734 Ack=8536 Win=27744 Len=0"
"110408","2016-09-27 04:36:32.053720","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"110418","2016-09-27 04:36:33.370951","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"110478","2016-09-27 04:36:41.874134","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"110522","2016-09-27 04:36:50.664201","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"110526","2016-09-27 04:36:52.633524","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110527)"
"110528","2016-09-27 04:36:52.643932","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110529)"
"110530","2016-09-27 04:36:52.647717","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110531)"
"110532","2016-09-27 04:36:52.652232","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110533)"
"110534","2016-09-27 04:36:52.656277","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110535)"
"110536","2016-09-27 04:36:52.659730","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110537)"
"110538","2016-09-27 04:36:52.663270","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110539)"
"110540","2016-09-27 04:36:52.668688","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110541)"
"110542","2016-09-27 04:36:52.671107","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110543)"
"110544","2016-09-27 04:36:52.675187","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110545)"
"110546","2016-09-27 04:36:52.680416","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110547)"
"110548","2016-09-27 04:36:52.687271","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110549)"
"110550","2016-09-27 04:36:52.690746","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110551)"
"110552","2016-09-27 04:36:52.694566","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110553)"
"110554","2016-09-27 04:36:52.698360","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110555)"
"110556","2016-09-27 04:36:52.706568","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110557)"
"110558","2016-09-27 04:36:52.710131","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110559)"
"110560","2016-09-27 04:36:52.714080","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110561)"
"110562","2016-09-27 04:36:52.717871","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110563)"
"110564","2016-09-27 04:36:52.721939","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=38877/56727, ttl=64 (reply in 110565)"
"110566","2016-09-27 04:36:52.729722","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x2eee A www.example.com"
"110567","2016-09-27 04:36:52.729889","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xb0d6 AAAA www.example.com"
"110570","2016-09-27 04:36:52.760209","192.168.1.240","93.184.216.34","TCP","74","37475  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=56851346 TSecr=0 WS=16"
"110573","2016-09-27 04:36:52.905376","192.168.1.240","93.184.216.34","TCP","66","37475  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=56851384 TSecr=2681183728"
"110574","2016-09-27 04:36:52.907045","192.168.1.240","93.184.216.34","TCP","66","37475  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=56851384 TSecr=2681183728"
"110575","2016-09-27 04:36:52.907846","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x1626 A www.example.net"
"110576","2016-09-27 04:36:52.907997","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x8046 AAAA www.example.net"
"110579","2016-09-27 04:36:52.937230","192.168.1.240","93.184.216.34","TCP","74","37476  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=56851392 TSecr=0 WS=16"
"110581","2016-09-27 04:36:53.057764","192.168.1.240","93.184.216.34","TCP","66","37475  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=56851423 TSecr=2681183765"
"110583","2016-09-27 04:36:53.092846","192.168.1.240","93.184.216.34","TCP","66","37476  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=56851432 TSecr=2180339465"
"110584","2016-09-27 04:36:53.093793","192.168.1.240","93.184.216.34","TCP","66","37476  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=56851432 TSecr=2180339465"
"110585","2016-09-27 04:36:53.096250","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x644d A www.example.org"
"110586","2016-09-27 04:36:53.096398","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x1c95 AAAA www.example.org"
"110589","2016-09-27 04:36:53.116848","192.168.1.240","93.184.216.34","TCP","74","37477  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=56851438 TSecr=0 WS=16"
"110591","2016-09-27 04:36:53.245256","192.168.1.240","93.184.216.34","TCP","66","37476  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=56851471 TSecr=2180339504"
"110593","2016-09-27 04:36:53.270832","192.168.1.240","93.184.216.34","TCP","66","37477  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=56851477 TSecr=2830150021"
"110594","2016-09-27 04:36:53.270952","192.168.1.240","93.184.216.34","TCP","66","37477  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=56851477 TSecr=2830150021"
"110597","2016-09-27 04:36:53.421028","192.168.1.240","93.184.216.34","TCP","66","37477  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=56851516 TSecr=2830150059"
"110617","2016-09-27 04:36:56.815665","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8734 Ack=8577 Win=27744 Len=0"
"110618","2016-09-27 04:36:56.816187","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"110646","2016-09-27 04:37:00.398122","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"110655","2016-09-27 04:37:01.820164","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"110693","2016-09-27 04:37:08.907178","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"110749","2016-09-27 04:37:26.841615","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"110752","2016-09-27 04:37:27.107363","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8816 Ack=8618 Win=27744 Len=0"
"110757","2016-09-27 04:37:27.424663","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"110814","2016-09-27 04:37:35.927182","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"110863","2016-09-27 04:37:43.956015","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"110888","2016-09-27 04:37:49.194320","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"110916","2016-09-27 04:37:54.452182","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"110930","2016-09-27 04:37:57.111018","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"110932","2016-09-27 04:37:57.284923","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8857 Ack=8659 Win=27744 Len=0"
"110933","2016-09-27 04:37:57.285039","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"110937","2016-09-27 04:37:57.533756","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8898 Ack=8700 Win=27744 Len=0"
"110963","2016-09-27 04:38:02.951829","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"111027","2016-09-27 04:38:14.218361","192.168.1.240","206.108.0.132","NTP","90","NTP Version 4, client"
"111068","2016-09-27 04:38:21.479331","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"111090","2016-09-27 04:38:26.498516","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"111095","2016-09-27 04:38:27.525679","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
"111099","2016-09-27 04:38:27.745153","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8939 Ack=8741 Win=27744 Len=0"
"111108","2016-09-27 04:38:29.975222","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"111125","2016-09-27 04:38:32.748713","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"111133","2016-09-27 04:38:34.238245","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"111157","2016-09-27 04:38:38.402034","192.168.1.240","207.171.178.6","NTP","90","NTP Version 4, client"
"111201","2016-09-27 04:38:48.506665","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"111242","2016-09-27 04:38:56.812108","192.168.1.240","54.239.29.231","TCP","54","52728  >  443 [ACK] Seq=8939 Ack=8782 Win=27744 Len=0"
"111243","2016-09-27 04:38:56.812218","192.168.1.240","54.239.29.231","TLSv1.2","95","Application Data"
